Number,Make,Model,Year,Price,Mileage,Body Type,Cylinders,Transmission,Fuel Type,Color,Location,Description
4471,Land-Rover,Range-Rover-Sport,2021,11880,26791,SUV,8,Automatic Transmission,Gasoline,Silver, Dubai,"2021 land-rover range-rover-sport with Bluetooth, Sunroof. Condition: Minor scratches."
4472,Land-Rover,Range-Rover-Sport,2010,42225.84,17891,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2010 land-rover range-rover-sport with Leather seats, Adaptive cruise control, Rear camera, Navigation system. Condition: Engine repaired."
4473,Land-Rover,Range-Rover-Velar,2006,56839.86,170624,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2006 land-rover range-rover-velar with Leather seats, Navigation system, Adaptive cruise control, Sunroof. Condition: No damage."
4474,Land-Rover,Range-Rover-Sport,2006,45362.16,20741,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2006 land-rover range-rover-sport with Navigation system, Rear camera, Sunroof, Adaptive cruise control. Condition: Dented door."
4475,Land-Rover,Range-Rover,2011,114970.32,204316,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2011 land-rover range-rover with Navigation system, Rear camera. Condition: Engine repaired."
4476,Land-Rover,Range-Rover-Evoque,2016,18377.01,75472,SUV,6,Automatic Transmission,Gasoline,Black, Sharjah,"2016 land-rover range-rover-evoque with Adaptive cruise control, Sunroof, Navigation system. Condition: Accident history."
4477,Land-Rover,Range-Rover,2023,43217.01,263579,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2023 land-rover range-rover with Bluetooth, Rear camera, Navigation system, Adaptive cruise control. Condition: Engine repaired."
4478,Land-Rover,Range-Rover-Evoque,2012,46398.96,112162,Soft Top Convertible,4,Automatic Transmission,Gasoline,Black, Dubai,"2012 land-rover range-rover-evoque with Sunroof, Bluetooth, Navigation system, Leather seats. Condition: Repainted bumper."
4479,Land-Rover,Range-Rover-Sport,2010,84140.91,131961,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2010 land-rover range-rover-sport with Leather seats, Bluetooth, Adaptive cruise control. Condition: Minor scratches."
4480,Land-Rover,Range-Rover-Sport,2008,146428.83,183489,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2008 land-rover range-rover-sport with Leather seats, Bluetooth. Condition: No damage."
4481,Land-Rover,Defender,2020,130627.08,285512,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2020 land-rover defender with Navigation system, Rear camera, Leather seats, Sunroof. Condition: Repainted bumper."
4482,Land-Rover,Discovery,2016,5213.16,11839,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai,"2016 land-rover discovery with Leather seats, Bluetooth, Adaptive cruise control. Condition: Accident history."
4483,Land-Rover,Range-Rover,2013,62728.02,277041,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2013 land-rover range-rover with Bluetooth, Leather seats. Condition: Dented door."
4484,Land-Rover,Defender,2023,127859.31,169840,SUV,6,Automatic Transmission,Gasoline,Yellow, Dubai,"2023 land-rover defender with Leather seats, Bluetooth, Navigation system, Rear camera. Condition: Minor scratches."
4485,Land-Rover,Range-Rover-Sport,2012,95631.57,91420,SUV,6,Automatic Transmission,Gasoline,Brown, Sharjah,"2012 land-rover range-rover-sport with Navigation system, Leather seats, Rear camera. Condition: Dented door."
4486,Land-Rover,Range-Rover,2022,67776.21,13240,SUV,8,Automatic Transmission,Diesel,Black, Dubai,"2022 land-rover range-rover with Sunroof, Leather seats. Condition: Repainted bumper."
4487,Land-Rover,Range-Rover,2009,73599.03,192724,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2009 land-rover range-rover with Bluetooth, Rear camera, Adaptive cruise control, Navigation system. Condition: Accident history."
4488,Land-Rover,Defender,2015,123230.16,130343,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2015 land-rover defender with Adaptive cruise control, Bluetooth, Navigation system. Condition: Dented door."
4489,Land-Rover,Range-Rover-Sport,2011,12971.07,144804,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2011 land-rover range-rover-sport with Leather seats, Sunroof. Condition: Accident history."
4490,Land-Rover,Range-Rover-Sport,2006,89223.12,171170,SUV,6,Automatic Transmission,Gasoline,Black, Sharjah,"2006 land-rover range-rover-sport with Rear camera, Navigation system. Condition: Dented door."
4491,Land-Rover,Range-Rover,2005,74326.95,287913,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2005 land-rover range-rover with Leather seats, Sunroof. Condition: Accident history."
4492,Land-Rover,Range-Rover-Sport,2010,32651.64,103741,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2010 land-rover range-rover-sport with Adaptive cruise control, Leather seats, Rear camera. Condition: Engine repaired."
4493,Land-Rover,Range-Rover-Velar,2008,88146.09,102348,SUV,6,Automatic Transmission,Gasoline,Black, Sharjah,"2008 land-rover range-rover-velar with Sunroof, Leather seats, Adaptive cruise control. Condition: Engine repaired."
4494,Land-Rover,Range-Rover-Sport,2014,12496.68,179258,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai,"2014 land-rover range-rover-sport with Adaptive cruise control, Leather seats, Navigation system. Condition: No damage."
4495,Land-Rover,Range-Rover,2006,85473.63,189963,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2006 land-rover range-rover with Navigation system, Adaptive cruise control, Rear camera, Bluetooth. Condition: Repainted bumper."
4496,Land-Rover,Range-Rover-Sport,2008,143844.12,73360,SUV,8,Automatic Transmission,Gasoline,Gold, Sharjah,"2008 land-rover range-rover-sport with Bluetooth, Sunroof, Navigation system, Leather seats. Condition: Minor scratches."
4497,Land-Rover,Discovery,2008,49427.28,294577,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai,"2008 land-rover discovery with Navigation system, Bluetooth. Condition: Repainted bumper."
4498,Land-Rover,Range-Rover-Velar,2010,134658.99,157654,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2010 land-rover range-rover-velar with Navigation system, Adaptive cruise control. Condition: Repainted bumper."
4499,Land-Rover,Defender,2014,162558.09,284706,SUV,6,Automatic Transmission,Gasoline,Yellow, Dubai,"2014 land-rover defender with Adaptive cruise control, Sunroof. Condition: Accident history."
4500,Land-Rover,Range-Rover,2019,39494.25,143105,SUV,8,Automatic Transmission,Gasoline,Gold, Ajman,"2019 land-rover range-rover with Bluetooth, Rear camera. Condition: No damage."
4501,Land-Rover,Defender,2005,144469.98,282301,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2005 land-rover defender with Rear camera, Leather seats, Bluetooth. Condition: Engine repaired."
4502,Land-Rover,Defender,2016,84710.88,103960,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2016 land-rover defender with Sunroof, Bluetooth, Leather seats. Condition: No damage."
4503,Land-Rover,Range-Rover-Sport,2016,10308.87,11637,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2016 land-rover range-rover-sport with Leather seats, Adaptive cruise control, Navigation system. Condition: No damage."
4504,Land-Rover,Range-Rover,2020,6435.99,293123,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2020 land-rover range-rover with Adaptive cruise control, Sunroof. Condition: Engine repaired."
4505,Land-Rover,Range-Rover,2006,8090.28,25598,SUV,8,Automatic Transmission,Gasoline,Silver, Dubai,"2006 land-rover range-rover with Adaptive cruise control, Bluetooth, Sunroof. Condition: No damage."
4506,Land-Rover,Range-Rover-Sport,2024,89416.17,57279,Wagon,6,Automatic Transmission,Gasoline,Black, Dubai,"2024 land-rover range-rover-sport with Navigation system, Rear camera, Bluetooth. Condition: Repainted bumper."
4507,Land-Rover,Range-Rover-Sport,2005,81126.36,140006,SUV,8,Automatic Transmission,Gasoline,White, Sharjah,"2005 land-rover range-rover-sport with Adaptive cruise control, Bluetooth. Condition: No damage."
4508,Land-Rover,Range-Rover,2016,45252.81,34712,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2016 land-rover range-rover with Sunroof, Rear camera, Leather seats, Bluetooth. Condition: Accident history."
4509,Land-Rover,Range-Rover-Evoque,2005,30158.46,251774,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2005 land-rover range-rover-evoque with Sunroof, Bluetooth, Leather seats, Adaptive cruise control. Condition: Dented door."
4510,Land-Rover,Range-Rover-Sport,2022,15023.88,36488,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2022 land-rover range-rover-sport with Navigation system, Sunroof, Bluetooth. Condition: Engine repaired."
4511,Land-Rover,Range-Rover-Sport,2015,114566.94,88577,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2015 land-rover range-rover-sport with Sunroof, Bluetooth. Condition: Engine repaired."
4512,Land-Rover,Range-Rover-Evoque,2015,35790.93,32428,SUV,4,Automatic Transmission,Gasoline,Blue, Dubai,"2015 land-rover range-rover-evoque with Adaptive cruise control, Rear camera. Condition: No damage."
4513,Land-Rover,Range-Rover-Sport,2007,18374.58,78990,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2007 land-rover range-rover-sport with Sunroof, Bluetooth. Condition: Engine repaired."
4514,Land-Rover,Range-Rover,2005,84996,208882,SUV,6,Automatic Transmission,Gasoline,Burgundy, Dubai,"2005 land-rover range-rover with Sunroof, Leather seats. Condition: No damage."
4515,Land-Rover,Range-Rover-Sport,2014,186219,62817,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2014 land-rover range-rover-sport with Sunroof, Adaptive cruise control, Leather seats, Bluetooth. Condition: Engine repaired."
4516,Land-Rover,Range-Rover,2007,15047.64,52740,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai,"2007 land-rover range-rover with Leather seats, Bluetooth. Condition: No damage."
4517,Land-Rover,Range-Rover-Sport,2019,13434.93,273182,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2019 land-rover range-rover-sport with Leather seats, Bluetooth. Condition: Repainted bumper."
4518,Land-Rover,Range-Rover-Sport,2020,103476.42,23033,SUV,6,Automatic Transmission,Gasoline,Red, Dubai,"2020 land-rover range-rover-sport with Bluetooth, Rear camera. Condition: Repainted bumper."
4519,Land-Rover,Range-Rover,2024,20642.85,242346,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai,"2024 land-rover range-rover with Sunroof, Rear camera. Condition: Dented door."
4520,Land-Rover,Discovery,2017,62743.95,289381,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2017 land-rover discovery with Adaptive cruise control, Rear camera. Condition: Engine repaired."
4521,Land-Rover,Range-Rover,2018,25257.42,199048,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai,"2018 land-rover range-rover with Adaptive cruise control, Bluetooth. Condition: Dented door."
4522,Land-Rover,Range-Rover-Sport,2013,41280.03,197548,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2013 land-rover range-rover-sport with Rear camera, Sunroof, Leather seats. Condition: Repainted bumper."
4523,Land-Rover,Range-Rover,2015,7241.13,141734,SUV,8,Automatic Transmission,Gasoline,Silver, Dubai,"2015 land-rover range-rover with Navigation system, Sunroof. Condition: Dented door."
4524,Land-Rover,Range-Rover,2010,129181.5,207954,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2010 land-rover range-rover with Rear camera, Bluetooth, Adaptive cruise control, Navigation system. Condition: Dented door."
4525,Land-Rover,Range-Rover,2021,119385.9,81802,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2021 land-rover range-rover with Rear camera, Adaptive cruise control, Sunroof. Condition: No damage."
4526,Land-Rover,Range-Rover-Sport,2014,56865.78,67945,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2014 land-rover range-rover-sport with Adaptive cruise control, Sunroof, Navigation system. Condition: Dented door."
4527,Land-Rover,Range-Rover,2017,51915.33,40123,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2017 land-rover range-rover with Sunroof, Adaptive cruise control, Bluetooth, Navigation system. Condition: Repainted bumper."
4528,Land-Rover,Range-Rover-Sport,2016,56790.99,76069,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2016 land-rover range-rover-sport with Navigation system, Rear camera. Condition: No damage."
4529,Land-Rover,Range-Rover-Sport,2015,13951.71,65346,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2015 land-rover range-rover-sport with Adaptive cruise control, Navigation system, Leather seats. Condition: Dented door."
4530,Land-Rover,Defender,2015,71138.52,239949,SUV,4,Automatic Transmission,Diesel,Black, Dubai,"2015 land-rover defender with Adaptive cruise control, Rear camera, Bluetooth, Leather seats. Condition: Repainted bumper."
4531,Land-Rover,Range-Rover-Velar,2011,79623,111642,SUV,6,Automatic Transmission,Gasoline,Grey, Ajman,"2011 land-rover range-rover-velar with Adaptive cruise control, Sunroof, Bluetooth, Rear camera. Condition: Accident history."
4532,Land-Rover,Range-Rover-Sport,2009,60333.39,162587,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2009 land-rover range-rover-sport with Adaptive cruise control, Sunroof. Condition: No damage."
4533,Land-Rover,Range-Rover-Sport,2022,187477.2,231752,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2022 land-rover range-rover-sport with Sunroof, Rear camera. Condition: Accident history."
4534,Land-Rover,Range-Rover-Sport,2015,10804.59,209232,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2015 land-rover range-rover-sport with Sunroof, Leather seats. Condition: Repainted bumper."
4535,Land-Rover,Range-Rover,2014,116752.59,150255,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai,"2014 land-rover range-rover with Sunroof, Navigation system, Bluetooth. Condition: No damage."
4536,Land-Rover,Defender,2005,133546.05,38987,SUV,6,Automatic Transmission,Gasoline,Brown, Dubai,"2005 land-rover defender with Rear camera, Leather seats. Condition: Engine repaired."
4537,Land-Rover,Discovery,2020,5826.06,215947,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai,"2020 land-rover discovery with Rear camera, Adaptive cruise control. Condition: No damage."
4538,Land-Rover,Range-Rover-Sport,2017,223814.07,285567,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2017 land-rover range-rover-sport with Sunroof, Bluetooth. Condition: Minor scratches."
4539,Land-Rover,Range-Rover-Sport,2011,74920.95,112850,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2011 land-rover range-rover-sport with Leather seats, Adaptive cruise control. Condition: Engine repaired."
4540,Land-Rover,Range-Rover,2010,120909.24,245054,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2010 land-rover range-rover with Leather seats, Sunroof, Rear camera, Navigation system. Condition: No damage."
4541,Land-Rover,Range-Rover,2016,96577.38,209215,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2016 land-rover range-rover with Adaptive cruise control, Sunroof. Condition: No damage."
4542,Land-Rover,Defender,2005,123436.17,200204,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2005 land-rover defender with Navigation system, Sunroof, Bluetooth. Condition: Minor scratches."
4543,Land-Rover,Range-Rover,2008,50567.76,256893,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2008 land-rover range-rover with Rear camera, Bluetooth, Leather seats, Sunroof. Condition: Minor scratches."
4544,Land-Rover,Range-Rover-Evoque,2019,21528.72,278148,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2019 land-rover range-rover-evoque with Adaptive cruise control, Bluetooth, Sunroof, Leather seats. Condition: No damage."
4545,Land-Rover,Range-Rover,2008,46362.24,82330,SUV,8,Automatic Transmission,Gasoline,Silver, Dubai,"2008 land-rover range-rover with Adaptive cruise control, Leather seats, Bluetooth. Condition: No damage."
4546,Land-Rover,Range-Rover-Sport,2017,34947.72,53653,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2017 land-rover range-rover-sport with Sunroof, Adaptive cruise control, Rear camera. Condition: Dented door."
4547,Land-Rover,Range-Rover-Velar,2022,76541.49,202797,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2022 land-rover range-rover-velar with Adaptive cruise control, Navigation system, Leather seats, Sunroof. Condition: Minor scratches."
4548,Land-Rover,Range-Rover-Sport,2007,9866.34,284227,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2007 land-rover range-rover-sport with Adaptive cruise control, Leather seats, Bluetooth, Rear camera. Condition: Engine repaired."
4549,Land-Rover,Range-Rover-Sport,2007,15006.33,102715,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2007 land-rover range-rover-sport with Leather seats, Sunroof, Adaptive cruise control, Bluetooth. Condition: Dented door."
4550,Land-Rover,Range-Rover,2014,34590.51,168059,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2014 land-rover range-rover with Leather seats, Bluetooth, Sunroof. Condition: No damage."
4551,Land-Rover,Range-Rover,2009,44890.74,79624,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2009 land-rover range-rover with Adaptive cruise control, Bluetooth. Condition: Engine repaired."
4552,Land-Rover,Lr3,2005,6292.89,119875,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2005 land-rover lr3 with Adaptive cruise control, Bluetooth. Condition: No damage."
